Date,Track,Distance,Split,Sections,Weight,Section 1 Time,Finish Time
04/03/17,Newc,480,4.87,3222,27.8,4.87,25.17
25/02/17,Newc,480,4.73,2223,27.8,4.73,25.29
18/02/17,Newc,480,,1122,27.7,,30.17
14/02/17,Newc,480,,2222,27.7,,30.17
07/02/17,Newc,480,4.84,5555,27.6,4.84,25.57
01/02/17,Newc,480,,2266,27.5,,30.49
28/01/17,Newc,480,4.90,5666,27.4,4.90,25.03
24/01/17,Newc,480,4.83,2222,27.7,4.83,25.03
17/01/17,Newc,480,4.78,1111,27.8,4.78,25.18
12/01/17,Newc,480,4.69,1111,27.8,4.69,25.38
04/01/17,Newc,480,4.83,2555,27.8,4.83,25.54
28/12/16,Newc,480,4.84,2234,27.8,4.84,25.54
21/12/16,Newc,480,4.86,1123,28.1,4.86,25.33
13/12/16,Newc,480,4.76,1111,27.1,4.76,25.17
06/12/16,Newc,480,4.91,3456,27.2,4.91,25.7
01/12/16,Newc,480,,3456,27.6,,30.47
24/11/16,Newc,480,4.73,1666,27.5,4.73,25.6
15/11/16,Newc,480,4.67,1125,27.6,4.67,25.5
09/11/16,Newc,480,4.70,1111,28.0,4.70,24.89
02/11/16,Newc,480,4.78,3344,28.2,4.78,25.54
26/10/16,Newc,480,4.69,,,4.69,25.02
15/10/16,Newc,480,4.69,1111,28.1,4.69,24.99
08/10/16,Newc,480,4.74,1111,28.1,4.74,25.43
29/09/16,Newc,480,,2236,28.1,,30.72
22/09/16,Newc,480,4.70,1111,27.9,4.70,25.55
17/09/16,Newc,480,4.78,1111,28.0,4.78,25.33
13/09/16,Newc,480,,2235,27.6,,30.58
08/09/16,Newc,480,,1524,27.7,,30.63
03/09/16,Newc,480,4.74,1111,27.8,4.74,25.43
30/08/16,Newc,480,4.70,1111,,4.70,25.39
25/08/16,Newc,480,4.76,1122,,4.76,25.61
03/08/16,Newc,480,,,,,0
30/07/16,Newc,480,,4465,27.5,,30.39
23/07/16,Newc,480,4.68,1111,27.5,4.68,24.97
16/07/16,Newc,480,4.68,1113,27.4,4.68,25.23
09/07/16,Newc,480,4.78,1122,27.3,4.78,25.25
05/07/16,Newc,480,4.75,1245,27.4,4.75,25.41
29/06/16,Newc,480,4.89,3645,27.2,4.89,25.54
18/06/16,Newc,480,4.73,1112,27.6,4.73,25.03
15/06/16,Newc,480,4.69,1111,27.9,4.69,24.99
08/06/16,Newc,480,,1123,28.1,,30.3
01/06/16,Newc,480,,3234,28.0,,30.58
26/05/16,Newc,480,,2223,27.9,,30.15
21/05/16,Newc,480,,3346,27.8,,30.24
14/05/16,Newc,480,,2211,28.0,,29.98
10/05/16,Newc,480,4.75,2235,28.1,4.75,25.26
30/04/16,Newc,480,4.90,5544,28.1,4.90,25.2
27/04/16,Newc,480,4.76,1111,28.2,4.76,24.95
19/04/16,Newc,480,4.94,5556,28.3,4.94,25.27
12/04/16,Newc,480,4.84,3555,28.4,4.84,25.43
06/04/16,Newc,480,4.80,2333,28.2,4.80,25.17
31/03/16,Newc,480,4.69,1111,27.9,4.69,25.01
26/03/16,Newc,480,4.84,3666,28.2,4.84,25.64
23/03/16,Newc,480,4.80,3333,28.2,4.80,25.24
16/03/16,Newc,480,,4433,28.2,,30.42
12/03/16,Newc,480,4.83,1222,28.3,4.83,25.22
08/03/16,Newc,480,4.80,2222,,4.80,25.1
02/03/16,Newc,480,4.88,3232,,4.88,25.43
03/02/16,Newc,480,4.74,1111,,4.74,24.96
23/01/16,Newc,480,4.92,6666,27.5,4.92,25.72
19/01/16,Newc,480,4.89,6555,27.8,4.89,25.37
12/01/16,Newc,480,4.81,2223,28.1,4.81,25.07
06/01/16,Newc,480,4.91,4222,28.2,4.91,25.06
02/01/16,Newc,480,5.00,6666,28.4,5.00,25.39
30/12/15,Newc,480,4.81,2444,28.4,4.81,25.27
18/12/15,Newc,480,4.77,1245,28.3,4.77,25.38
15/12/15,Newc,480,4.70,1111,28.1,4.70,24.82
05/12/15,Newc,480,4.85,1112,27.9,4.85,25.08
28/11/15,Newc,480,4.78,1111,27.9,4.78,25.1
21/11/15,Newc,480,4.86,4444,27.8,4.86,25.61
17/11/15,Newc,480,4.73,1112,27.6,4.73,25.42
11/11/15,Newc,480,4.77,1123,27.8,4.77,25.01
31/10/15,Newc,480,4.88,4346,27.0,4.88,25.35
28/10/15,Newc,480,4.89,3456,27.1,4.89,25.46
22/10/15,Newc,480,4.72,1133,27.2,4.72,25.11
17/10/15,Newc,480,4.95,3555,27.1,4.95,25.29
10/10/15,Newc,480,4.77,1122,27.2,4.77,24.98
03/10/15,Newc,480,4.70,1111,27.4,4.70,25.1
30/09/15,Newc,480,4.73,1114,27.4,4.73,25.45
23/09/15,Newc,480,4.68,1111,28.0,4.68,25.16
15/09/15,Newc,480,4.79,1346,27.5,4.79,25.43
08/09/15,Newc,480,4.76,1111,27.6,4.76,24.97
02/09/15,Newc,480,,2356,27.7,,30.58
29/08/15,Newc,480,4.95,5332,27.4,4.95,25.14
25/08/15,Newc,480,4.82,2333,27.3,4.82,25.36
20/08/15,Newc,480,,2222,27.3,,30.01
13/08/15,Newc,480,4.87,5566,26.9,4.87,25.36
08/08/15,Newc,480,,1122,27.0,,30.17
04/08/15,Newc,480,4.87,2466,27.4,4.87,25.33
28/07/15,Newc,480,4.67,1112,27.4,4.67,25.27
22/07/15,Newc,480,,2321,27.8,,29.94
16/07/15,Newc,480,4.75,1111,27.3,4.75,25.18
11/07/15,Newc,480,,1111,27.3,,30.23
04/07/15,Newc,480,4.98,4444,27.5,4.98,25.44
25/06/15,Newc,480,4.96,6555,27.8,4.96,25.5
20/06/15,Newc,480,,1222,28.0,,30.35
13/06/15,Newc,480,4.84,5666,28.7,4.84,25.58
06/06/15,Newc,480,4.81,3334,28.1,4.81,25.77
27/05/15,Newc,480,,1112,28.3,,30.53
21/05/15,Newc,480,,2111,27.9,,30.59
14/05/15,Newc,480,4.97,6666,27.9,4.97,25.4
09/05/15,Newc,480,4.97,4665,27.8,4.97,25.52
06/05/15,Newc,480,4.89,2211,,4.89,25.27
29/04/15,Newc,480,4.90,4555,28.2,4.90,-4.9
23/04/15,Newc,480,4.84,1111,,4.84,25.47
15/04/15,Newc,480,4.97,2211,,4.97,25.67
08/04/15,Newc,480,4.92,2222,,4.92,25.63
31/03/15,Newc,480,5.28,2222,,5.28,25.9
17/03/15,Newc,480,5.00,2222,,5.00,25.85
14/12/17,Newc,480,4.98,6555,27.9,4.98,25.04
09/12/17,Newc,480,4.91,4346,27.9,4.91,25.36
30/11/17,Newc,480,4.92,6666,27.6,4.92,25.26
23/11/17,Newc,480,,3333,,,30.08
18/11/17,Newc,480,,3446,28.2,,30.75
08/11/17,Newc,480,,2234,28.5,,31.04
18/10/17,Newc,480,4.83,2444,28.4,4.83,25.72
03/10/17,Newc,480,,4566,28.2,,30.43
26/09/17,Newc,480,4.84,4322,28.1,4.84,25.21
16/09/17,Newc,480,4.80,4322,28.3,4.80,25.06
09/09/17,Newc,480,4.90,4666,27.9,4.90,25.58
02/09/17,Newc,480,4.89,5322,28.0,4.89,24.99
26/08/17,Newc,480,4.85,4433,27.8,4.85,25.22
22/08/17,Newc,480,4.90,3566,28.0,4.90,25.52
16/08/17,Newc,480,,1221,28.8,,30.08
10/08/17,Newc,480,4.80,3334,28.0,4.80,25.39
05/08/17,Newc,480,5.00,5666,28.5,5.00,25.42
27/07/17,Newc,480,4.84,2233,28.3,4.84,25.35
19/07/17,Newc,480,,3346,28.2,,30.56
13/07/17,Newc,480,,2466,27.9,,30.99
06/07/17,Newc,480,4.86,6666,27.9,4.86,25.6
29/06/17,Newc,480,4.93,3333,,4.93,25.25
17/06/17,Newc,480,,,,,0
08/06/17,Newc,480,4.91,6555,28.5,4.91,25.81
01/06/17,Newc,480,4.94,6655,28.6,4.94,25.23
24/05/17,Newc,480,4.95,4333,28.3,4.95,24.92
17/05/17,Newc,480,4.85,1112,28.1,4.85,25.18
10/05/17,Newc,480,4.90,3555,27.9,4.90,25.72
04/05/17,Newc,480,,2222,28.1,,29.96
27/04/17,Newc,480,4.94,5666,28.6,4.94,25.54
19/04/17,Newc,480,4.92,5666,29.0,4.92,25.17
13/04/17,Newc,480,4.95,1111,,4.95,25.18
04/04/17,Newc,480,4.96,2222,,4.96,25.52
28/03/17,Newc,480,4.97,2222,,4.97,25.48
23/03/17,Newc,290,,1-1-,,,17.7
31/01/17,Newc,480,4.94,,,4.94,26.07
24/01/17,Newc,480,4.90,3366,28.0,4.90,25.67
19/01/17,Newc,480,4.83,1123,28.0,4.83,24.97
12/01/17,Newc,480,4.91,1111,,4.91,24.83
07/01/17,Newc,480,4.93,5666,28.6,4.93,25.48
04/01/17,Newc,480,4.92,1222,,4.92,24.9
27/12/16,Newc,480,4.93,3111,,4.93,24.87
20/12/16,Newc,480,4.98,1111,,4.98,24.83
22/10/16,Lffrd,480,,,27.7,,0
07/10/16,Dndlk,366,,,27.7,,22.3
03/09/16,Lffrd,320,,6-6-,27.7,,19.94
25/07/16,Derry,457,,,,,29.01
23/07/16,Lffrd,320,,4-4-,28.2,,19.55
30/06/16,Lffrd,320,,,,,19.98
05/05/16,Lffrd,320,,,,,19.32
15/10/15,Lffrd,320,,,,,19.97
14/12/17,Newc,480,4.92,4444,31.1,4.92,25.11
06/12/17,Newc,480,5.03,5444,30.9,5.03,25.38
23/11/17,Newc,480,4.91,5664,31.0,4.91,25.42
18/11/17,Newc,480,4.84,4566,31.0,4.84,25.5
11/11/17,Newc,480,4.92,4333,31.3,4.92,25.26
07/11/17,Newc,480,4.99,6665,31.5,4.99,25.14
02/11/17,Newc,480,4.88,2211,31.7,4.88,24.93
26/10/17,Newc,480,,2223,32.0,,30.32
21/10/17,Newc,480,4.92,3333,32.1,4.92,25.11
17/10/17,Newc,480,4.85,1111,32.2,4.85,25.13
11/10/17,Newc,480,,1111,32.6,,30.42
04/10/17,Newc,480,,2234,32.8,,30.77
30/09/17,Newc,480,4.98,3322,32.7,4.98,25.12
21/09/17,Newc,480,,2334,32.3,,30.56
16/09/17,Newc,480,4.93,5644,32.0,4.93,25.42
06/09/17,Newc,480,,1122,32.3,,30.67
29/08/17,Newc,480,4.90,5444,31.9,4.90,25.45
23/08/17,Newc,480,4.87,3323,32.4,4.87,25.22
15/08/17,Newc,480,4.96,6555,32.4,4.96,25.44
09/08/17,Newc,480,4.80,3333,32.6,4.80,25.47
05/08/17,Newc,480,4.78,3221,32.8,4.78,25.4
27/07/17,Newc,480,4.93,5555,32.7,4.93,25.51
22/07/17,Newc,480,,3334,32.8,,31.33
15/07/17,Newc,480,4.85,4156,32.8,4.85,25.74
06/07/17,Newc,480,4.93,6556,32.7,4.93,25.51
01/07/17,Newc,480,4.90,6655,32.9,4.90,25.83
28/06/17,Newc,480,5.03,5446,32.5,5.03,25.52
22/06/17,Newc,480,4.99,5555,32.6,4.99,25.29
17/06/17,Newc,480,5.02,6554,32.5,5.02,25.62
13/06/17,Newc,480,4.89,6555,32.6,4.89,25.57
07/06/17,Newc,480,4.87,5566,32.9,4.87,25.93
31/05/17,Newc,480,5.00,3211,,5.00,25.13
24/05/17,Newc,480,4.92,4555,32.9,4.92,25.97
18/05/17,Newc,480,,1111,32.3,,30.22
09/05/17,Newc,480,5.06,3334,32.2,5.06,25.68
03/05/17,Newc,480,4.96,3345,32.3,4.96,25.42
27/04/17,Newc,480,,2245,31.5,,30.4
18/04/17,Newc,480,4.96,5555,31.8,4.96,25.56
13/04/17,Newc,480,4.90,2222,,4.90,25.4
08/04/17,Newc,480,,1124,31.9,,31.11
01/04/17,Newc,480,4.94,3222,31.3,4.94,25.11
25/03/17,Newc,480,5.00,5555,31.1,5.00,25.59
22/03/17,Newc,480,5.04,4333,31.1,5.04,24.96
15/03/17,Newc,480,5.02,4333,31.6,5.02,25.23
11/03/17,Newc,480,4.98,5444,31.7,4.98,25.45
07/03/17,Newc,480,4.96,1111,,4.96,25.27
28/02/17,Newc,480,5.06,5666,30.9,5.06,25.98
11/02/17,Newc,480,,2245,31.3,,30.61
04/02/17,Newc,480,4.99,3433,31.4,4.99,25.31
28/01/17,Newc,480,4.94,4455,31.3,4.94,25.88
24/01/17,Newc,480,,2255,31.5,,30.97
14/01/17,Newc,480,4.93,1111,31.5,4.93,25.25
10/01/17,Newc,480,,1222,31.1,,30.38
04/01/17,Newc,480,4.89,1111,,4.89,25.28
20/12/16,Newc,480,5.06,5666,32.0,5.06,26.05
14/12/16,Newc,480,4.97,1111,,4.97,25.38
07/12/16,Newc,480,4.94,2211,,4.94,25.54
29/11/16,Newc,480,5.00,1111,,5.00,25.61
16/11/16,Newc,480,5.04,2233,,5.04,25.89
10/11/16,Newc,480,4.96,1112,,4.96,26.02
14/12/17,Newc,480,4.96,5666,25.0,4.96,25.19
09/12/17,Newc,480,4.89,3464,25.2,4.89,25.33
02/12/17,Newc,480,4.96,5555,24.9,4.96,25.38
22/11/17,Newc,480,4.83,1111,24.7,4.83,25.14
14/11/17,Newc,480,4.93,5655,24.7,4.93,25.32
07/11/17,Newc,480,4.83,3345,24.9,4.83,25.42
31/10/17,Newc,480,4.91,3333,,4.91,25.35
26/10/17,Newc,480,4.91,3333,,4.91,25.55
11/10/17,Newc,290,,3-3-,,,17.94
16/09/17,Newc,480,4.76,5444,24.8,4.76,25.29
12/09/17,Newc,480,5.02,6665,24.0,5.02,25.04
06/09/17,Newc,480,4.85,6664,24.6,4.85,25.06
26/08/17,Newc,480,4.88,6666,24.5,4.88,25.13
22/08/17,Newc,480,4.88,6655,24.4,4.88,25.11
16/08/17,Newc,480,5.08,6665,24.2,5.08,25
12/08/17,Newc,480,4.78,3211,24.3,4.78,24.95
08/08/17,Newc,480,4.85,5344,24.1,4.85,25.15
25/07/17,Newc,480,,5552,24.4,,30.05
20/07/17,Newc,480,4.90,6666,24.7,4.90,25.46
13/07/17,Newc,480,4.75,2544,24.5,4.75,25.46
08/07/17,Newc,480,4.72,5554,24.6,4.72,25.48
05/07/17,Newc,480,4.94,4333,25.0,4.94,25.2
28/06/17,Newc,480,4.86,4455,24.7,4.86,25.12
24/06/17,Newc,480,4.78,5565,24.5,4.78,25.34
20/06/17,Newc,480,4.87,2344,24.2,4.87,25.22
13/06/17,Newc,480,4.84,3222,24.3,4.84,25.23
07/06/17,Newc,480,4.91,5666,24.3,4.91,25.39
31/05/17,Newc,480,4.88,6445,24.2,4.88,25.41
25/05/17,Newc,480,5.04,3333,,5.04,25.41
18/05/17,Newc,480,4.88,1223,,4.88,26.14
09/05/17,Newc,480,5.02,3322,,5.02,25.86
28/04/17,Newc,290,,,,,18.32
14/12/17,Newc,480,4.83,1111,32.3,4.83,24.56
05/12/17,Newc,480,4.73,1111,,4.73,24.89
22/11/17,Newc,480,4.81,1111,,4.81,24.76
15/11/17,Newc,480,4.82,1222,,4.82,25.06
08/11/17,Newc,290,,,,,17.46
03/11/17,Newc,290,,,,,17.91
14/12/17,Newc,480,4.92,4222,35.6,4.92,24.65
07/12/17,Newc,480,4.93,4432,35.7,4.93,24.94
29/11/17,Newc,480,4.84,4455,35.6,4.84,25.03
23/11/17,Newc,480,4.78,3211,35.8,4.78,24.81
18/11/17,Newc,480,4.85,2122,36.4,4.85,24.77
14/11/17,Newc,480,4.83,3111,36.3,4.83,24.86
08/11/17,Newc,480,,5544,36.9,,29.86
04/11/17,Newc,480,,5544,36.3,,29.69
28/10/17,Newc,480,4.83,4433,37.0,4.83,24.81
21/10/17,Newc,480,4.90,2222,37.3,4.90,24.69
14/10/17,Newc,480,4.90,4422,36.9,4.90,24.72
05/10/17,Newc,480,4.78,2211,36.2,4.78,24.74
30/09/17,Newc,480,4.79,3211,36.6,4.79,24.85
20/09/17,Newc,480,,4455,36.5,,30.03
12/09/17,Newc,480,,5433,36.6,,29.83
02/09/17,Newc,480,4.79,2222,36.5,4.79,24.88
29/08/17,Newc,480,,5331,36.4,,29.79
24/08/17,Newc,480,4.80,2223,36.0,4.80,24.82
17/08/17,Newc,480,4.88,3333,35.8,4.88,25.05
12/08/17,Newc,480,4.88,4322,36.0,4.88,24.83
05/08/17,Newc,480,4.73,2211,35.8,4.73,25.15
29/07/17,Newc,480,4.80,2666,35.9,4.80,25.77
22/07/17,Newc,480,4.85,2113,36.0,4.85,24.97
15/07/17,Newc,480,4.77,3222,36.0,4.77,24.9
08/07/17,Newc,480,4.83,4322,35.9,4.83,24.83
04/07/17,Newc,480,4.90,5333,35.7,4.90,25.21
28/06/17,Newc,480,4.79,3222,35.6,4.79,24.85
21/06/17,Newc,480,4.90,4222,35.5,4.90,25.02
13/06/17,Newc,480,4.84,4343,35.3,4.84,24.83
03/06/17,Newc,480,4.79,2211,35.5,4.79,24.88
27/05/17,Newc,480,4.82,1111,35.8,4.82,24.77
20/05/17,Newc,480,,2222,35.0,,29.9
16/05/17,Newc,480,4.95,5333,34.9,4.95,25.12
10/05/17,Newc,480,4.90,2333,35.0,4.90,25.19
04/05/17,Newc,480,4.88,3444,34.4,4.88,25.12
27/04/17,Newc,480,4.91,4233,34.3,4.91,25.08
19/04/17,Newc,480,,2111,35.3,,29.96
12/04/17,Newc,480,4.87,5432,35.4,4.87,25.11
08/04/17,Newc,480,4.95,4544,35.6,4.95,24.99
01/04/17,Newc,480,,3353,35.3,,30.37
29/03/17,Newc,480,,4434,35.5,,29.94
22/03/17,Newc,480,4.86,2222,35.6,4.86,25.12
15/03/17,Newc,480,4.96,2222,,4.96,24.76
09/03/17,Newc,480,4.95,3311,,4.95,25.18
01/03/17,Newc,480,4.96,2233,,4.96,25.44
23/02/17,Newc,480,4.89,2211,,4.89,25.64
15/02/17,Newc,480,4.90,,,4.90,25.11
24/11/16,Newc,480,4.88,2211,35.3,4.88,25.15
19/11/16,Newc,480,4.85,2111,35.0,4.85,24.79
15/11/16,Newc,480,4.89,4444,35.1,4.89,25.39
08/11/16,Newc,480,4.90,1122,34.3,4.90,24.86
01/11/16,Newc,480,4.88,3111,34.4,4.88,24.93
25/10/16,Newc,480,,4444,34.8,,30.25
19/10/16,Newc,480,4.98,4222,34.2,4.98,25.04
12/10/16,Newc,480,4.95,6544,34.0,4.95,25.17
05/10/16,Newc,480,4.88,3222,34.0,4.88,24.84
28/09/16,Newc,480,,4321,34.4,,29.84
21/09/16,Newc,480,4.87,2223,34.3,4.87,25.01
17/09/16,Newc,480,4.89,2111,34.5,4.89,24.87
10/09/16,Newc,480,,2112,34.4,,29.72
06/09/16,Newc,480,4.94,3211,34.5,4.94,24.95
27/08/16,Newc,480,4.99,4212,34.7,4.99,24.86
24/08/16,Newc,480,4.93,6666,34.9,4.93,25.26
18/08/16,Newc,480,4.90,2222,34.7,4.90,24.99
10/08/16,Newc,480,,1112,34.2,,30.05
06/08/16,Newc,480,,3321,34.5,,30
30/07/16,Newc,480,4.88,2202,34.5,4.88,25.07
26/07/16,Newc,480,,4333,34.1,,30.34
21/07/16,Newc,480,4.94,2111,34.4,4.94,24.84
02/07/16,Newc,480,4.95,6665,34.6,4.95,25.03
29/06/16,Newc,480,4.92,2404,34.8,4.92,25.18
22/06/16,Newc,480,4.90,3333,35.1,4.90,25.06
15/06/16,Newc,480,,3544,35.4,,30.31
08/06/16,Newc,480,,2211,35.7,,29.91
04/06/16,Newc,480,4.85,3332,35.6,4.85,24.95
28/05/16,Newc,480,,2222,34.7,,29.82
21/05/16,Newc,480,,2222,34.4,,29.86
14/05/16,Newc,480,,3223,34.2,,30.16
07/05/16,Newc,480,4.86,1111,35.2,4.86,24.88
03/05/16,Newc,480,4.98,2211,35.0,4.98,24.93
26/04/16,Newc,480,4.98,5333,34.8,4.98,25.09
19/04/16,Newc,480,4.92,2224,35.0,4.92,25.22
12/04/16,Newc,480,4.85,4122,34.8,4.85,25.06
05/04/16,Newc,480,4.88,3211,34.1,4.88,25.03
29/03/16,Newc,480,4.94,5322,34.1,4.94,25.02
23/03/16,Newc,480,,2213,34.6,,30.25
16/03/16,Newc,480,4.97,2222,,4.97,25.24
03/03/16,Newc,480,5.02,3123,,5.02,25.42
27/02/16,Newc,480,,,,,0
24/02/16,Newc,480,4.93,5342,33.6,4.93,24.99
18/02/16,Newc,480,,1122,33.3,,30.48
10/02/16,Newc,480,5.05,,,5.05,25.02
29/01/16,Newc,480,4.95,2211,,4.95,25.17
17/11/15,Newc,480,5.02,3322,,5.02,25.31
11/11/15,Newc,480,5.02,2222,,5.02,25.6
14/10/15,Newc,480,4.97,6665,33.6,4.97,25.92
07/10/15,Newc,480,4.99,5556,33.7,4.99,25.5
03/10/15,Newc,480,4.98,6544,34.0,4.98,24.99
26/09/15,Newc,480,,4344,33.9,,30.2
23/09/15,Newc,480,4.96,5544,34.2,4.96,25.24
17/09/15,Newc,480,4.95,5554,34.4,4.95,24.82
09/09/15,Newc,480,4.95,5443,35.4,4.95,25.07
03/09/15,Newc,480,4.93,6444,35.2,4.93,24.97
29/08/15,Newc,480,,4423,35.1,,29.87
18/08/15,Newc,480,4.93,5554,35.3,4.93,25.37
12/08/15,Newc,480,4.93,2221,35.4,4.93,24.84
06/08/15,Newc,480,,4433,34.6,,30
29/07/15,Newc,480,4.96,6511,35.2,4.96,24.83
22/07/15,Newc,480,4.91,4333,35.3,4.91,24.87
18/07/15,Newc,480,5.00,5422,35.0,5.00,24.89
08/07/15,Newc,480,4.98,6655,35.4,4.98,25.04
27/06/15,Newc,480,4.96,6343,35.2,4.96,24.97
24/06/15,Newc,480,,3334,35.3,,30.18
17/06/15,Newc,480,4.93,3322,,4.93,24.94
10/06/15,Newc,480,4.96,3322,,4.96,25.09
04/06/15,Newc,480,4.95,3333,,4.95,25.1
14/04/15,HCrss,480,,,,,29.79
08/01/15,Dndlk,366,,,,,22.75
14/12/17,Newc,480,4.86,2333,32.8,4.86,24.85
09/12/17,Newc,480,4.98,6556,33.0,4.98,24.83
06/12/17,Newc,480,4.92,6666,33.2,4.92,25.2
30/11/17,Newc,480,4.91,5543,32.8,4.91,24.62
25/11/17,Newc,480,4.88,5554,32.7,4.88,24.79
18/11/17,Newc,480,4.98,6654,33.3,4.98,24.72
11/11/17,Newc,480,4.87,5556,33.1,4.87,24.93
07/11/17,Newc,480,4.88,4555,32.7,4.88,25
02/11/17,Newc,640,,4556,32.7,,40.93
26/10/17,Newc,480,,6666,32.3,,30.18
21/10/17,Newc,640,,3446,31.7,,40.99
14/10/17,Newc,640,,2111,32.3,,40.28
07/10/17,Newc,480,4.88,6554,31.8,4.88,24.62
03/10/17,Newc,480,4.88,5555,31.6,4.88,24.72
27/09/17,Newc,640,,4422,31.1,,40.21
19/09/17,Newc,640,,4354,31.4,,40.47
12/09/17,Newc,480,4.89,6543,31.3,4.89,24.5
06/09/17,Newc,640,,2233,32.1,,40.69
29/08/17,Newc,640,,2211,31.4,,40.49
22/08/17,Newc,640,,1111,31.2,,40.27
16/08/17,Newc,640,,2111,31.8,,40.27
09/08/17,Newc,640,13.84,,,13.84,26.9
05/08/17,Newc,480,4.82,3543,31.7,4.82,24.67
29/07/17,Newc,480,4.87,6543,31.4,4.87,24.59
22/07/17,Newc,480,4.85,6646,31.6,4.85,25.29
18/07/17,Newc,480,4.92,6666,30.9,4.92,24.97
11/07/17,Newc,480,4.80,4666,31.4,4.80,24.83
05/07/17,Newc,480,4.92,6666,31.8,4.92,25.27
01/07/17,Newc,480,4.88,5664,31.7,4.88,24.62
27/06/17,Newc,480,4.90,6434,31.5,4.90,24.35
20/06/17,Newc,480,4.84,6655,31.5,4.84,24.83
10/06/17,Newc,480,4.94,6655,31.6,4.94,24.83
07/06/17,Newc,480,4.94,6644,31.4,4.94,24.81
01/06/17,Newc,480,4.83,5656,31.5,4.83,24.79
27/05/17,Newc,480,4.87,6656,31.7,4.87,24.74
23/05/17,Newc,480,4.84,4322,31.7,4.84,24.6
16/05/17,Newc,480,5.16,6666,31.4,5.16,25.12
11/05/17,Newc,480,4.87,4222,31.3,4.87,24.75
03/05/17,Newc,480,4.90,4411,31.5,4.90,24.86
26/04/17,Newc,480,4.88,3433,31.3,4.88,25.38
20/04/17,Newc,480,4.87,2322,30.8,4.87,25.36
13/04/17,Newc,480,4.91,2221,,4.91,25.09
06/04/17,Newc,480,4.98,4322,,4.98,25.15
28/03/17,Newc,480,4.95,2222,,4.95,26.21
24/03/17,Newc,290,,,,,18
14/12/17,Newc,480,4.96,6666,27.1,4.96,25.17
07/12/17,Newc,480,4.90,5644,27.2,4.90,24.81
30/11/17,Newc,480,4.91,6655,27.6,4.91,25.03
23/11/17,Newc,480,,2333,27.6,,29.8
18/11/17,Newc,480,4.93,6633,27.3,4.93,24.94
14/11/17,Newc,480,4.86,4435,27.3,4.86,24.97
04/11/17,Newc,480,,3222,27.6,,30.08
31/10/17,Newc,480,5.04,6636,27.5,5.04,25.06
24/10/17,Newc,480,4.92,3333,,4.92,24.99
12/10/17,Newc,290,,3-3-,,,17.76
05/10/17,Newc,480,4.82,3333,,4.82,25.08
26/09/17,Newc,480,4.84,2222,,4.84,24.99
19/09/17,Newc,290,,2-2-,,,17.87
16/08/17,Sland,450,5.11,1244,26.9,5.11,23.1
09/08/17,Sland,450,5.21,5666,26.9,5.21,22.89
04/08/17,Sland,450,5.08,2443,27.1,5.08,23
25/07/17,Sland,450,5.20,4665,27.2,5.20,23.21
18/07/17,Sland,450,5.25,2666,27.3,5.25,23.25
11/07/17,Sland,450,5.27,5666,27.3,5.27,23.05
05/07/17,Sland,450,5.21,6644,27.0,5.21,22.95
27/06/17,Sland,450,5.12,1111,27.0,5.12,22.91
20/06/17,Sland,450,5.20,3433,27.3,5.20,22.83
14/06/17,Sland,450,5.18,5466,27.5,5.18,23.16
07/06/17,Sland,450,5.22,5665,27.8,5.22,23.33
30/05/17,Sland,450,,1111,,,28.24
10/05/17,Sland,450,,,,,0
04/05/17,Sland,450,5.22,3432,27.2,5.22,22.89
29/04/17,Sland,450,5.28,5545,26.8,5.28,23.24
18/04/17,Sland,450,5.27,3655,27.1,5.27,23.32
13/04/17,Sland,450,5.17,5555,27.3,5.17,23.44
05/04/17,Sland,450,5.23,2566,27.1,5.23,23.39
28/03/17,Sland,450,5.21,3555,27.0,5.21,23.31
18/03/17,Sland,450,5.20,3666,27.1,5.20,23.98
11/03/17,Sland,450,5.18,2555,27.1,5.18,23.61
02/03/17,Sland,450,5.09,,,5.09,23.43
25/02/17,Sland,450,5.12,1222,26.9,5.12,23.29
14/02/17,Sland,450,,2334,,,29
10/02/17,Sland,450,5.29,2233,,5.29,23.7
03/02/17,Sland,261,,2-2-,,,16.73
26/01/17,Sland,261,,,,,16.85
14/12/17,Newc,480,4.93,3455,31.7,4.93,25.21
05/12/17,Newc,480,4.79,3444,31.6,4.79,24.93
28/11/17,Newc,480,,4666,31.7,,30.59
22/11/17,Newc,480,4.90,2222,,4.90,25.04
11/11/17,Newc,480,,,,,0
04/11/17,Newc,480,4.90,4444,32.0,4.90,25.15
28/10/17,Newc,480,4.85,5555,32.3,4.85,24.97
18/10/17,Newc,480,4.75,2211,32.5,4.75,24.75
11/10/17,Newc,480,4.76,1134,32.3,4.76,25.01
05/10/17,Newc,480,4.75,1122,32.3,4.75,24.97
30/09/17,Newc,480,4.70,2336,32.4,4.70,25.3
20/09/17,Newc,480,4.93,5544,32.4,4.93,24.98
16/09/17,Newc,480,4.71,2335,32.2,4.71,25.26
06/09/17,Newc,480,4.82,4443,32.6,4.82,24.91
31/08/17,Newc,480,4.76,4333,32.4,4.76,25
26/08/17,Newc,480,4.90,5544,32.3,4.90,24.86
22/08/17,Newc,480,4.81,2444,32.4,4.81,25.05
16/08/17,Newc,480,4.89,2211,32.5,4.89,24.88
10/08/17,Newc,480,4.80,3456,32.5,4.80,25.43
05/08/17,Newc,480,,2222,32.2,,29.78
